UniProt,Position,Target
Q96F24,143,P
O75569,159,P
O75569,241,P
O75569,270,P
Q03431,23,P
Q03431,320,P
Q03431,494,P
Q03431,496,P
P08910,27,P
P08910,83,P
P08910,334,P
Q460N3,520,P
Q8WW32,16,P
Q8WW32,35,P
Q8WW32,71,P
Q8WW32,78,P
Q9Y215,178,P
Q8TCJ0,124,P
Q8TCJ0,148,P
Q8TCJ0,275,P
Q8TCJ0,300,P
Q6U736,53,P
Q6U736,56,P
P43630,253,P
P43630,398,P
P43630,428,P
P57739,194,P
P57739,195,P
P57739,198,P
P57739,224,P
P53992,83,P
P53992,179,P
P53992,296,P
P53992,300,P
P53992,1046,P
Q9UL16,289,P
Q9BY41,48,P
Q9BY41,252,P
Q96JH8,78,P
Q96JH8,350,P
Q96JH8,351,P
Q13075,628,P
Q13075,989,P
Q86VQ0,265,P
Q86VQ0,282,P
Q13822,83,P
Q13822,462,P
Q13822,599,P
Q13822,606,P
Q13822,694,P
Q13822,846,P
P07686,387,P
P07686,429,P
P17029,405,P
Q96FJ2,32,P
Q96FJ2,41,P
Q96FJ2,65,P
A8MYP8,23,P
A8MYP8,30,P
Q96JY0,11,P
Q96JY0,375,P
Q9GZS9,190,P
Q9GZS9,380,P
Q9NZQ7,112,P
Q9NZQ7,118,P
Q9NZQ7,123,P
Q9NZQ7,134,P
P53701,61,P
P53701,63,P
P53701,224,P
P53701,228,P
Q02535,11,P
Q02535,48,P
O43741,189,P
O43741,194,P
O43741,263,P
O43741,269,P
O14709,50,P
Q7RTS9,449,P
Q7RTS9,458,P
Q6PIF6,89,P
Q6PIF6,486,P
Q6PIF6,489,P
Q6PIF6,800,P
Q6PIF6,971,P
Q6PIF6,1150,P
Q6PIF6,1162,P
Q6PIF6,1336,P
Q6PIF6,1616,P
Q9HCY8,32,P
Q9BYH8,661,P
P04629,496,P
P04629,591,P
P04629,640,P
P04629,676,P
P04629,680,P
P04629,681,P
P04629,701,P
P04629,729,P
P04629,791,P
Q9BZH6,4,P
Q9BZH6,405,P
Q9BZH6,500,P
Q9BZH6,1027,P
Q9BZH6,1086,P
Q9H3Z7,112,P
Q9H3Z7,138,P
Q9H3Z7,356,P
Q96RG2,389,P
Q96RG2,999,P
O76080,21,P
O76080,180,P
O76080,188,P
O76080,190,P
Q9BQ15,74,P
O60315,147,P
O60315,700,P
O60315,1070,P
O60315,1121,P
Q96QV1,265,P
Q96QV1,293,P
Q96QV1,616,P
Q9UPW5,1206,P
Q9Y394,330,P
Q9NYU2,96,P
Q9NYU2,98,P
Q9NYU2,99,P
Q9NYU2,240,P
Q9NYU2,244,P
Q9NYU2,255,P
Q9NYU2,449,P
Q9NYU2,565,P
Q9NYU2,684,P
Q9NYU2,741,P
Q9NYU2,779,P
Q9NYU2,966,P
P10451,165,P
P10451,202,P
P10451,225,P
Q5THR3,510,P
Q5THR3,675,P
Q5THR3,877,P
Q5THR3,1178,P
Q8WWZ7,22,P
Q8WWZ7,58,P
Q8WWZ7,137,P
Q8WWZ7,1299,P
Q8WWZ7,1569,P
P35243,32,P
P35243,86,P
P35243,158,P
Q9BTD3,217,P
Q00975,245,P
Q00975,1493,P
Q00975,1736,P
Q00975,2128,P
Q00975,2259,P
Q16653,80,P
P40925,22,P
P40925,119,P
P40925,192,P
P40925,210,P
Q6PIF2,115,P
Q6PIF2,118,P
Q5VYY2,71,P
Q5VYY2,209,P
Q5VYY2,292,P
Q9ULE0,57,P
Q9ULE0,569,P
Q9ULE0,643,P
Q9ULE0,655,P
P43243,128,P
P43243,158,P
P43243,171,P
P43243,202,P
P43243,213,P
P43243,214,P
P43243,219,P
P43243,243,P
P43243,250,P
P43243,326,P
P43243,413,P
P43243,474,P
P43243,508,P
P43243,520,P
P43243,526,P
P43243,597,P
P43243,773,P
P43243,779,P
P43243,784,P
P43243,794,P
P43243,802,P
P43243,827,P
Q5JUQ0,64,P
Q6PJ21,131,P
Q6PJ21,253,P
Q6PJ21,279,P
Q9BUB5,60,P
Q9BRJ6,105,P
Q9NZJ7,128,P
Q9NZJ7,200,P
Q6UWW8,312,P
Q9H3M0,37,P
Q9H3M0,373,P
Q9H3M0,377,P
Q6ZNB6,464,P
Q6ZNB6,518,P
Q6ZNB6,745,P
Q14894,58,P
Q14894,307,P
Q9HAY2,273,P
Q8WYA0,144,P
Q8WYA0,158,P
Q8WYA0,400,P
Q8WYA0,588,P
Q5GH70,106,P
Q5GH70,208,P
Q15056,7,P
Q15056,12,P
Q15056,42,P
Q15056,45,P
Q15056,86,P
Q15056,101,P
P35414,264,P
P35414,346,P
Q06203,94,P
P0DJR0,162,P
Q13905,61,P
Q13905,329,P
Q13905,341,P
Q13905,390,P
Q13905,504,P
Q13905,561,P
Q13905,570,P
Q13905,579,P
Q13905,715,P
Q13905,723,P
Q96ED9,167,P
Q96ED9,397,P
Q96ED9,668,P
Q8NEY8,9,P
Q8NEY8,27,P
Q8NEY8,49,P
Q8NEY8,52,P
Q8NEY8,53,P
Q8NEY8,58,P
Q8NEY8,61,P
Q8NEY8,99,P
Q8NEY8,112,P
Q8NEY8,116,P
Q8NEY8,154,P
Q8NEY8,162,P
Q8NEY8,255,P
Q8NEY8,305,P
Q92530,266,P
Q92530,270,P
Q16656,122,P
Q9NYL5,102,P
Q5VZ46,1027,P
Q5VZ46,1083,P
Q96FJ0,129,P
Q9NQ60,51,P
Q9NQ60,61,P
Q9NQ60,62,P
Q96QS3,89,P
Q96BM1,38,P
Q86UL8,362,P
Q86UL8,365,P
Q86UL8,366,P
Q86UL8,547,P
Q86UL8,827,P
Q86UL8,1106,P
Q86UL8,1172,P
Q9H3J6,49,P
Q9NPA0,122,P
Q9NPA0,136,P
Q15116,223,P
Q15116,248,P
P49643,63,P
P49643,201,P
P49643,208,P
P49643,381,P
P49643,401,P
Q6ZS30,298,P
Q6ZS30,1963,P
Q6ZS30,2200,P
Q6ZS30,2688,P
Q9ULI4,406,P
Q9ULI4,732,P
Q9ULI4,1660,P
Q9ULI4,1751,P
Q8NB14,503,P
P30304,59,P
P30304,359,P
P30304,486,P
P54252,58,P
Q96B96,159,P
P49792,11,P
P49792,36,P
P49792,42,P
P49792,70,P
P49792,386,P
P49792,593,P
P49792,598,P
P49792,605,P
P49792,756,P
P49792,763,P
P49792,785,P
P49792,793,P
P49792,795,P
P49792,903,P
P49792,915,P
P49792,961,P
P49792,980,P
P49792,1247,P
P49792,1271,P
P49792,1983,P
P49792,2003,P
P49792,2227,P
P49792,2609,P
P49792,2636,P
P49792,2666,P
P49792,2779,P
Q96CT2,498,P
Q96CT2,824,P
P55010,14,P
P55010,16,P
P55010,362,P
P55010,405,P
Q8IVL1,315,P
Q8IVL1,906,P
Q8IVL1,915,P
Q8IVL1,1202,P
Q8IVL1,1314,P
Q8IVL1,1602,P
Q8IVL1,2364,P
Q8IVL1,2381,P
Q96PS1,163,P
Q96PS1,166,P
O14772,583,P
P13716,205,P
Q969V6,25,P
Q969V6,380,P
Q2M3W8,185,P
Q2M3W8,321,P
Q2M3W8,489,P
Q9Y608,111,P
Q9Y608,128,P
Q9Y608,177,P
Q9Y608,184,P
Q9Y608,225,P
Q9Y608,267,P
Q9Y608,300,P
Q9Y608,304,P
Q9Y608,348,P
Q9Y608,398,P
Q7Z402,73,P
Q7Z402,93,P
Q7Z402,378,P
Q7Z402,381,P
Q9H9B4,75,P
Q9H9B4,317,P
P10912,218,P
P10912,226,P
P10912,332,P
P10912,487,P
P10912,534,P
P10912,566,P
P10912,595,P
P10912,627,P
Q14571,117,P
Q14571,131,P
Q14571,386,P
Q14571,546,P
Q14571,549,P
Q14571,551,P
Q14571,903,P
Q14571,1392,P
Q14571,1708,P
Q14571,2204,P
Q14571,2607,P
Q9H5I5,394,P
Q9H5I5,445,P
Q9H5I5,450,P
Q9H5I5,975,P
Q9H5I5,1056,P
Q9H5I5,1117,P
Q9H5I5,1120,P
Q13586,236,P
Q13586,361,P
Q86VH2,92,P
Q86VH2,757,P
Q86VH2,1071,P
O75841,184,P
Q9BQI6,916,P
Q13428,15,P
Q13428,1206,P
P20674,80,P
Q8N448,397,P
Q8TAL6,107,P
Q06190,334,P
Q9Y673,123,P
Q9Y673,127,P
Q8N2K0,110,P
Q8N2K0,241,P
Q8N2K0,345,P
Q8NEY1,294,P
Q8NEY1,486,P
Q8NEY1,1025,P
Q8NEY1,1859,P
Q567U6,137,P
Q567U6,176,P
Q567U6,209,P
Q567U6,347,P
Q567U6,360,P
Q9NRK6,207,P
Q99828,16,P
P78330,138,P
P78330,143,P
Q69YN2,237,P
Q69YN2,239,P
Q69YN2,388,P
O75582,60,P
O75582,175,P
O75582,375,P
O75582,683,P
Q15714,997,P
Q6UWY0,74,P
Q9UIU6,162,P
Q96FE7,171,P
Q96FE7,192,P
Q96FE7,194,P
Q16647,398,P
Q6PP77,168,P
Q6PP77,186,P
Q15760,371,P
Q15760,390,P
O15269,44,P
O15269,82,P
O15269,164,P
Q9BZW4,114,P
Q9BZW4,124,P
Q8N3J2,255,P
Q8N3J2,377,P
P55011,208,P
P55011,227,P
P55011,275,P
P55011,353,P
P55011,842,P
P55011,855,P
P55011,956,P
P55011,1211,P
Q9BUR4,211,P
Q9HCF6,428,P
Q9HCF6,608,P
Q9HCF6,965,P
Q9H008,158,P
Q9H008,159,P
Q9H008,178,P
P54727,202,P
P54727,224,P
P54727,359,P
Q53R41,122,P
Q53R41,168,P
Q53R41,406,P
Q53R41,486,P
Q53R41,726,P
Q53R41,810,P
Q86TB3,1975,P
Q8IWE5,647,P
Q8IWE5,655,P
Q8IWE5,660,P
P28838,41,P
P28838,456,P
Q76LX8,1296,P
Q76LX8,1357,P
Q9NS84,244,P
Q9NS84,459,P
Q9P2G1,24,P
Q9P2G1,216,P
Q9P2G1,296,P
Q9P2G1,562,P
Q5JTV8,200,P
Q5JTV8,256,P
Q5JTV8,379,P
P51800,93,P
Q8TAM6,255,P
Q8TAM6,263,P
P00742,384,P
P00742,407,P
Q5NDL2,404,P
P48643,12,P
P48643,137,P
P48643,274,P
O75822,143,P
O75822,175,P
O75822,243,P
O75822,246,P
O75822,250,P
O75822,254,P
Q96QF7,526,P
Q2I0M5,112,P
Q9Y4B6,359,P
Q9Y4B6,578,P
Q9Y4B6,984,P
Q9Y4B6,1181,P
Q9Y4B6,1365,P
Q9Y4B6,1387,P
Q9BVJ6,26,P
Q9ULV8,144,P
Q9ULV8,309,P
Q9ULV8,341,P
Q9ULV8,402,P
P25325,72,P
P25325,85,P
P25325,108,P
P25325,166,P
P25325,272,P
Q5T6S3,14,P
Q5T6S3,45,P
Q5T6S3,55,P
Q5T6S3,56,P
P28370,83,P
P28370,144,P
P28370,416,P
P28370,427,P
P28370,757,P
P28370,762,P
P28370,954,P
P28370,962,P
P28370,985,P
Q8NCU7,135,P
Q9H2W2,20,P
Q8NDT2,208,P
Q8NDT2,252,P
Q8NDT2,306,P
Q8NDT2,307,P
Q8NDT2,360,P
Q8NDT2,379,P
Q8NDT2,510,P
Q8NDT2,517,P
Q8NDT2,611,P
Q8NDT2,827,P
Q68CQ4,34,P
Q68CQ4,621,P
Q68CQ4,630,P
Q68CQ4,688,P
Q9ULL0,564,P
Q9ULL0,860,P
Q9ULL0,1615,P
Q14993,46,P
Q14993,722,P
Q14993,829,P
Q9H992,37,P
Q9H992,315,P
Q2NL68,25,P
O75952,40,P
O75952,47,P
Q86YD1,220,P
Q86YD1,286,P
Q9UHB9,364,P
Q9UHB9,385,P
Q9UHB9,618,P
Q6ZMT4,210,P
O14727,24,P
O14727,278,P
O14727,382,P
O14727,383,P
Q9HB89,160,P
Q5T230,118,P
O75865,112,P
Q16621,176,P
Q16621,180,P
Q16621,182,P
Q16621,194,P
Q8NCR6,123,P
Q8NCR6,126,P
O75459,9,P
P30411,156,P
P30411,177,P
P30411,332,P
P30411,347,P
O43432,119,P
O60266,12,P
O60266,16,P
O60266,854,P
Q92766,125,P
Q92766,706,P
Q92766,1239,P
Q7L775,64,P
Q7L775,460,P
Q3KNS1,326,P
Q3KNS1,335,P
Q3KNS1,483,P
Q3KNS1,502,P
Q3KNS1,688,P
Q12893,34,P
Q12893,51,P
Q92478,125,P
Q75VX8,102,P
Q75VX8,429,P
Q75VX8,548,P
Q75VX8,551,P
O60292,34,P
O60292,202,P
O60292,824,P
O60292,1076,P
O60292,1141,P
O60292,1169,P
O60292,1265,P
O60292,1316,P
O60292,1376,P
O60292,1381,P
O60292,1416,P
P20338,194,P
Q49A88,92,P
Q49A88,436,P
Q49A88,701,P
Q49A88,724,P
Q49A88,779,P
P28223,419,P
P15735,24,P
Q5JXC2,241,P
Q9BUI4,301,P
Q9BUI4,334,P
O95721,8,P
O95721,44,P
O95721,68,P
O95721,122,P
O95721,160,P
O95721,189,P
Q8TCX1,66,P
Q5W041,204,P
Q5W041,561,P
Q5W041,647,P
P51810,157,P
P51810,177,P
P51810,231,P
Q9BV94,283,P
Q8N1V2,281,P
Q96HN2,319,P
Q96HN2,322,P
Q96HN2,344,P
Q96HN2,563,P
Q96HN2,608,P
Q1W6H9,47,P
Q1W6H9,103,P
Q8NA70,527,P
Q8NA70,587,P
Q8NA70,632,P
Q96BT3,463,P
Q96BT3,470,P
Q96P56,440,P
Q96P56,453,P
Q92485,176,P
Q5VUB5,128,P
Q5VUB5,419,P
Q5VUB5,477,P
Q5VUB5,485,P
Q5VUB5,489,P
Q5VUB5,574,P
Q5VUB5,587,P
Q5VUB5,596,P
Q5VUB5,724,P
Q70YC5,291,P
P51685,132,P
Q8N7X1,650,P
Q8N7X1,890,P
Q8N7X1,901,P
Q8N7X1,913,P
Q8N7X1,916,P
Q8N7X1,924,P
Q7Z3H4,394,P
O75132,1025,P
Q8IW00,125,P
Q8IW00,289,P
Q8IW00,310,P
Q9Y4C8,169,P
Q9Y4C8,356,P
Q9Y4C8,425,P
Q9Y4C8,433,P
Q9BX79,250,P
Q9BX79,264,P
Q9BX79,564,P
Q9BX79,643,P
Q05655,52,P
Q05655,64,P
Q05655,120,P
Q05655,155,P
Q05655,187,P
Q05655,313,P
Q05655,334,P
Q05655,374,P
Q05655,448,P
Q05655,453,P
Q05655,471,P
Q05655,514,P
Q05655,525,P
Q05655,567,P
Q05655,630,P
Q05655,646,P
Q96Q15,44,P
Q96Q15,143,P
Q96Q15,252,P
Q96Q15,257,P
Q96Q15,549,P
Q96Q15,995,P
Q96Q15,998,P
Q96Q15,1519,P
Q96Q15,2150,P
Q96Q15,2152,P
Q96Q15,2193,P
Q96Q15,2253,P
Q96Q15,2254,P
Q96Q15,2536,P
Q96Q15,2713,P
Q16600,197,P
Q16600,291,P
Q8WZ55,98,P
Q8WZ55,107,P
Q8IY42,188,P
O14745,38,P
O14745,164,P
Q68BL8,718,P
Q96R06,125,P
Q63HQ2,117,P
Q63HQ2,944,P
Q8NFT8,677,P
Q8NFT8,681,P
Q8NFT8,711,P
Q8NFT8,718,P
Q8NFT8,721,P
Q02952,374,P
Q02952,852,P
Q02952,1270,P
Q9H6R3,62,P
Q9H6R3,234,P
Q9H6R3,664,P
Q8N1A0,139,P
Q8NFP9,326,P
Q8NFP9,334,P
Q8NFP9,435,P
Q8NFP9,901,P
Q8NFP9,917,P
Q8NFP9,1018,P
Q4G0J3,128,P
Q4G0J3,391,P
Q4G0J3,581,P
Q9UMN6,1275,P
Q9UMN6,1284,P
Q9UMN6,1707,P
Q9UMN6,2295,P
Q9UMN6,2604,P
P09211,4,P
P09211,8,P
P09211,50,P
P09211,64,P
P09211,80,P
P09211,109,P
P09211,112,P
P09211,199,P
Q8WUJ3,142,P
O60285,141,P
O60285,143,P
O60285,565,P
Q6UX04,139,P
Q6UX04,272,P
Q6UX04,447,P
Q149M9,668,P
Q149M9,1495,P
Q9BSJ8,88,P
Q9BSJ8,121,P
Q9BSJ8,347,P
Q9BSJ8,359,P
Q9BSJ8,588,P
Q9BSJ8,677,P
Q9BSJ8,822,P
Q9BSJ8,981,P
Q9BSJ8,982,P
Q9BSJ8,1009,P
Q5T9A4,96,P
Q5T9A4,373,P
P61960,18,P
Q6TFL3,63,P
Q6TFL3,166,P
Q6TFL3,465,P
Q6TFL3,739,P
Q6TFL3,742,P
Q6TFL3,957,P
P14927,21,P
P14927,39,P
P14927,56,P
P14927,90,P
P14927,94,P
Q9BY32,113,P
P30990,146,P
P30990,153,P
P30990,161,P
P30990,168,P
P30990,169,P
P30990,170,P
Q96MM7,459,P
Q15628,42,P
Q9H7F4,292,P
Q9H7F4,337,P
Q9NVG8,113,P
Q9NVG8,143,P
Q49AH0,83,P
Q49AH0,84,P
Q9Y210,31,P
Q9Y210,612,P
Q9Y210,775,P
Q9Y210,896,P
Q6FHJ7,131,P
Q6FHJ7,190,P
Q6FHJ7,197,P
P12111,524,P
P12111,543,P
P12111,1072,P
P12111,1318,P
P12111,1493,P
P12111,2641,P
P12111,2767,P
P12111,2827,P
P12111,3142,P
O95968,71,P
P20827,126,P
P20827,128,P
O95471,67,P
O95471,195,P
O95471,210,P
Q8NHM5,50,P
Q8NHM5,94,P
Q8NHM5,223,P
Q8NHM5,229,P
Q8NHM5,739,P
Q86WP2,40,P
Q86WP2,144,P
Q9NQ88,83,P
Q5I0X7,69,P
Q5I0X7,75,P
Q5I0X7,96,P
Q02790,161,P
Q02790,220,P
Q02790,225,P
Q02790,286,P
Q02790,293,P
Q02790,411,P
Q9Y580,205,P
Q96DX8,101,P
Q96DX8,127,P
Q8N6N3,73,P
Q8N6N3,104,P
Q8N6N3,132,P
Q6P461,152,P
Q08629,65,P
Q5T653,72,P
Q86W33,312,P
Q9NTZ6,371,P
Q9NTZ6,433,P
Q9NTZ6,526,P
Q92974,125,P
Q92974,356,P
Q92974,394,P
Q92974,434,P
Q92974,510,P
Q92974,894,P
Q8N587,337,P
Q8N587,393,P
P17600,301,P
P17600,312,P
Q96BD8,158,P
Q96BD8,176,P
Q96BD8,194,P
P00558,76,P
P00558,161,P
P00558,196,P
P00558,324,P
O95267,215,P
O95267,748,P
Q13241,73,P
Q9H6F5,109,P
Q9H6F5,164,P
Q9HD67,93,P
Q9HD67,279,P
Q9HD67,286,P
Q9HD67,549,P
Q9HD67,555,P
Q9HD67,585,P
Q9HD67,659,P
Q9HD67,673,P
Q9HD67,683,P
Q9HD67,686,P
Q9HD67,1121,P
Q9HD67,1128,P
Q9HD67,1134,P
Q9HD67,1170,P
Q9HD67,1248,P
Q9HD67,1469,P
Q9HD67,1842,P
Q4G0S7,137,P
Q9NUP7,309,P
Q9NUP7,405,P
Q9Y2W1,54,P
Q9Y2W1,68,P
Q9Y2W1,107,P
Q9Y2W1,114,P
Q9Y2W1,118,P
Q9Y2W1,228,P
Q9Y2W1,328,P
Q9Y2W1,344,P
Q9Y2W1,348,P
Q9Y2W1,412,P
Q9Y2W1,476,P
Q9Y2W1,526,P
Q9Y2W1,657,P
Q9Y2W1,704,P
Q9Y2W1,710,P
Q9Y2W1,795,P
Q9Y2W1,873,P
Q9Y2W1,880,P
Q9Y2W1,881,P
Q9UQ52,182,P
Q9UQ52,225,P
Q9UQ52,295,P
Q9UQ52,315,P
Q9UQ52,467,P
Q9UQ52,882,P
Q96RD7,10,P
Q96RD7,150,P
Q96RD7,199,P
Q8N999,50,P
Q14324,472,P
Q14324,967,P
Q14324,1003,P
Q14324,1007,P
Q14324,1099,P
Q86UA6,13,P
Q8NFV4,57,P
Q9NZM3,39,P
Q9NZM3,193,P
Q9NZM3,248,P
Q9NZM3,262,P
Q9NZM3,347,P
Q9NZM3,553,P
Q9NZM3,665,P
Q9NZM3,859,P
Q9NZM3,950,P
Q9NZM3,968,P
Q9ULD9,1003,P
Q9H7F0,129,P
Q9H7F0,191,P
Q9H7F0,349,P
Q8IUW3,129,P
Q8IUW3,346,P
Q14865,365,P
Q14865,856,P
Q14865,968,P
P62805,52,P
P62805,73,P
P62805,89,P
P62805,99,P
O95672,239,P
O95672,259,P
O95672,400,P
O95672,505,P
O95672,573,P
Q9UEG4,597,P
Q14534,566,P
P06400,91,P
P06400,239,P
P06400,321,P
P06400,325,P
P06400,454,P
P06400,606,P
P06400,771,P
P06400,790,P
P06400,805,P
P06400,813,P
B7Z6K7,772,P
Q9H2C0,416,P
Q9H2C0,424,P
Q9H2C0,471,P
Q9Y5B6,476,P
Q9Y5B6,521,P
Q9Y5B6,718,P
Q9Y5B6,855,P
Q9NS66,212,P
O95476,43,P
Q9P2Y5,516,P
Q9P2Y5,523,P
Q9P2Y5,681,P
Q5XX13,13,P
Q5XX13,605,P
Q5XX13,1004,P
Q5T8A7,140,P
O76081,315,P
O75570,120,P
O75570,227,P
O75570,248,P
O75570,253,P
O75570,402,P
Q8N2H9,130,P
Q96BJ3,188,P
Q96BJ3,276,P
Q96BJ3,296,P
Q8NBJ9,107,P
Q8NBJ9,109,P
Q9C0C4,249,P
Q9C0C4,707,P
Q9C0C4,736,P
Q9C0C4,737,P
Q9C0C4,738,P
Q9C0C4,789,P
Q8N6F7,80,P
Q8N6F7,86,P
Q8N6F7,106,P
Q8N6F7,107,P
Q8N6F7,128,P
Q8N6F7,148,P
P10153,150,P
P20933,178,P
Q12913,1071,P
Q12913,1077,P
Q12913,1094,P
Q12913,1099,P
Q12913,1103,P
Q12913,1133,P
Q12913,1225,P
Q12913,1311,P
Q12913,1320,P
Q14151,165,P
Q14151,732,P
Q14151,741,P
Q14151,754,P
Q14151,776,P
Q14151,825,P
Q16799,368,P
Q96E29,384,P
Q9UKL4,320,P
Q99814,202,P
Q99814,214,P
Q99814,307,P
Q9UBD5,29,P
Q9UBD5,47,P
Q9UBD5,375,P
Q9UBD5,527,P
Q9UBD5,607,P
Q9NVN8,88,P
Q9NVN8,294,P
Q9NVN8,489,P
P53985,34,P
Q8IYI0,103,P
Q99959,10,P
Q99959,12,P
Q99959,86,P
Q99959,88,P
Q99959,108,P
Q99959,119,P
Q99959,130,P
Q99959,161,P
Q99959,166,P
Q99959,168,P
Q99959,194,P
Q99959,217,P
Q99959,221,P
Q99959,243,P
Q99959,261,P
Q99959,597,P
Q99959,616,P
Q99959,626,P
Q99959,631,P
Q99959,659,P
Q99959,686,P
Q99959,831,P
Q99959,876,P
O43399,106,P
O43399,126,P
Q96QD5,84,P
Q96QD5,156,P
Q96QD5,248,P
Q96QD5,449,P
Q96QD5,451,P
Q16533,80,P
Q16533,83,P
Q16533,86,P
Q16533,187,P
Q9H3H5,318,P
Q8TDJ6,198,P
Q8TDJ6,246,P
Q8TDJ6,1456,P
Q8TDJ6,1468,P
Q8TDJ6,1960,P
Q8TDJ6,2062,P
Q8TDJ6,2074,P
Q8TDJ6,2102,P
Q8TDJ6,2235,P
Q8TDJ6,2717,P
Q8TDJ6,2777,P
Q9Y6X9,100,P
Q15269,181,P
Q15269,632,P
Q53GQ0,12,P
Q53GQ0,66,P
Q53GQ0,115,P
Q53GQ0,233,P
Q96K30,109,P
Q969I6,27,P
Q969I6,289,P
Q969I6,313,P
Q969I6,476,P
Q969J2,61,P
Q969J2,348,P
Q969J2,404,P
Q969J2,515,P
Q8IYW2,72,P
Q8IYW2,2514,P
Q9NPC7,284,P
Q6J9G0,221,P
Q9NUH8,85,P
Q9Y450,10,P
Q9Y450,12,P
Q9Y450,22,P
Q9Y450,30,P
Q9Y450,42,P
Q9Y450,56,P
Q9Y450,58,P
Q9Y450,82,P
Q9Y450,309,P
Q9Y450,465,P
Q9Y450,513,P
Q9Y450,604,P
O75915,182,P
P99999,47,P
P99999,49,P
P99999,68,P
P99999,75,P
P99999,98,P
Q9UQ13,578,P
Q9BVV6,685,P
Q9BVV6,710,P
O95980,154,P
O95980,164,P
O95980,970,P
O43298,194,P
O00591,82,P
O00591,244,P
O00591,380,P
O00584,162,P
O00584,163,P
Q8TCD1,23,P
Q8TCD1,25,P
Q5FWF7,109,P
Q9NS93,536,P
Q9NS93,546,P
P52740,515,P
Q8WWP7,14,P
Q8WWP7,225,P
O75420,870,P
Q9Y5I7,299,P
P38919,54,P
P38919,56,P
P38919,132,P
P38919,155,P
P38919,202,P
P38919,205,P
Q9NRF2,48,P
Q9NRF2,55,P
Q9NRF2,439,P
Q9NRF2,494,P
Q9NRF2,624,P
Q9NRF2,753,P
Q96D31,300,P
O60260,143,P
O60260,372,P
O60260,391,P
Q5JQS6,69,P
Q5JQS6,89,P
Q5JQS6,110,P
Q5JQS6,129,P
O60733,536,P
O60733,541,P
Q96SK2,189,P
Q96SK2,203,P
Q96SK2,219,P
Q96SK2,226,P
Q96SK2,235,P
Q96SK2,291,P
Q96SK2,533,P
Q96H22,333,P
Q5THK1,80,P
Q5THK1,851,P
Q5THK1,2048,P
Q7RTS6,328,P
Q9NX57,25,P
P31948,41,P
P31948,48,P
P31948,54,P
P31948,58,P
P31948,95,P
P31948,152,P
P31948,261,P
P31948,269,P
P31948,275,P
P31948,354,P
P31948,383,P
P31948,444,P
P31948,468,P
P31948,476,P
Q9UKT4,90,P
Q9UKT4,142,P
Q9UKT4,318,P
Q9UKT4,356,P
Q9UKT4,387,P
Q86VI4,233,P
Q86VI4,314,P
P21266,66,P
Q8N8A6,304,P
Q8N8A6,585,P
Q9UHI5,109,P
Q9UHI5,519,P
Q9UF11,175,P
Q9UF11,176,P
Q9UF11,188,P
Q9UF11,192,P
Q9H8U3,178,P
P35713,8,P
Q8TC05,234,P
O75781,305,P
P62495,201,P
P62495,331,P
Q96C19,83,P
Q96C19,104,P
Q9NQ75,98,P
Q9NQ75,113,P
Q9NQ75,131,P
Q9NQ75,174,P
Q9NQ75,195,P
Q9NQ75,231,P
Q9NQ75,244,P
Q9NQ75,280,P
Q9NQ75,312,P
Q9NQ75,329,P
Q9NQ75,350,P
Q9NQ75,679,P
Q8N9V2,182,P
Q5KSL6,78,P
Q5KSL6,313,P
Q6T4R5,202,P
Q6T4R5,203,P
Q6T4R5,759,P
Q6T4R5,784,P
Q6T4R5,785,P
Q6T4R5,800,P
Q6T4R5,804,P
Q6T4R5,829,P
Q6T4R5,960,P
Q6T4R5,1193,P
Q6T4R5,1532,P
Q6T4R5,1615,P
Q9UKL6,105,P
A8MYU2,321,P
Q9BT92,140,P
Q9BT92,278,P
Q15646,317,P
Q15646,363,P
Q15646,389,P
Q9BY49,179,P
P78382,33,P
Q86XE3,83,P
Q86XE3,86,P
Q86VV8,1307,P
P24863,73,P
P24863,122,P
P24863,280,P
O95935,185,P
O95935,199,P
O95935,201,P
O95935,203,P
Q2M2W7,38,P
Q2M2W7,45,P
P68363,24,P
P68363,83,P
P68363,103,P
P68363,108,P
P68363,161,P
P68363,172,P
P68363,185,P
P68363,210,P
P68363,224,P
P68363,262,P
P68363,272,P
P68363,282,P
P68363,312,P
P68363,319,P
P68363,357,P
P68363,399,P
P68363,408,P
P68363,432,P
P68363,451,P
Q15735,667,P
Q9HC98,108,P
Q9HC98,152,P
Q9HC98,212,P
Q9HC98,213,P
O60763,655,P
O60763,718,P
Q9GZY6,40,P
Q9GZY6,58,P
Q9GZY6,84,P
Q9GZY6,95,P
Q9GZY6,110,P
Q9GZY6,118,P
Q9GZY6,119,P
Q9GZY6,136,P
Q9GZY6,193,P
Q9GZY6,233,P
O95822,131,P
O95822,405,P
O95822,414,P
P63241,69,P
P63241,98,P
P63241,127,P
P07766,188,P
P07766,199,P
Q8TAD4,5,P
Q8TAD4,32,P
Q8TAD4,377,P
Q8TAD4,757,P
Q8TAD4,763,P
Q8N239,3,P
Q8N239,7,P
Q8N239,237,P
Q8N239,258,P
Q8N239,477,P
Q8N239,544,P
Q7RTV0,36,P
Q7RTV0,51,P
Q7RTV0,54,P
Q7RTV0,70,P
Q7RTV0,100,P
Q7RTV0,105,P
Q99732,23,P
Q99732,32,P
Q99732,33,P
Q99732,61,P
Q99732,62,P
Q8WU79,96,P
P82912,63,P
P27987,4,P
